timestamp,callsign,latitude,longitude,altitude_baro,speed_kmh
2026-07-12 15:42:33,EZY63HL,48.3459,5.3923,10972.8,789.80396
2026-07-12 15:42:33,OHEVE,52.7741,8.9955,7010.4,504.504
2026-07-12 15:42:33,TOM86D,45.4598,15.3261,11277.6,910.188
2026-07-12 15:42:33,FIN45M,51.2474,15.1892,10972.8,869.61597
2026-07-12 15:42:33,EZY27XH,46.2263,6.8328,10332.72,751.284
2026-07-12 15:42:33,EZY49XZ,49.8392,12.1472,10668.0,831.70795
2026-07-12 15:42:33,TOM4LW,46.5431,9.9129,11277.6,923.18396
2026-07-12 15:42:33,DKCRA,47.6615,11.654,1981.2,183.38399
2026-07-12 15:42:33,D6803,51.4492,7.8318,396.24,112.752
2026-07-12 15:42:33,CCA931,50.0116,8.4677,312.42,275.508
2026-07-12 15:42:33,ICNTM,45.5371,9.5988,594.36,229.60799
2026-07-12 15:42:33,DMKCR,52.1124,7.7785,1676.4,268.128
2026-07-12 15:42:33,DMFSM,48.2428,12.3887,594.36,117.288
2026-07-12 15:42:33,HAKAR,47.4946,11.7084,10660.38,569.84393
2026-07-12 15:42:33,TOM1WY,51.9957,5.8559,10668.0,897.22797
2026-07-12 15:42:33,DKKHA,47.1422,10.1163,2354.58,118.764
2026-07-12 15:42:33,BAW793,46.2462,13.8771,6461.76,707.508
2026-07-12 15:42:33,DEYAZ,50.8958,8.6453,1310.64,219.528
2026-07-12 15:42:33,HBKTR,46.1652,8.8822,0.0,12.023999
2026-07-12 15:42:33,LGL82T,49.6211,6.1972,304.8,229.716
2026-07-12 15:42:33,LGL22RQ,49.5744,6.0714,792.48,291.96
2026-07-12 15:42:33,LGL96MC,46.0981,7.5599,7315.2,570.996
2026-07-12 15:42:33,LGL8854,48.7607,13.1048,7315.2,590.112
2026-07-12 15:42:33,LGL8366,49.4095,6.3188,2773.68,468.9
2026-07-12 15:42:33,LGL6558,47.0518,6.3101,9601.2,804.52795
2026-07-12 15:42:33,LGL8244,47.4991,6.2939,9144.0,810.54
2026-07-12 15:42:33,FHY8231,47.6154,10.9358,10668.0,891.576
2026-07-12 15:42:33,HBKNL,47.188,7.7234,678.18,148.248
2026-07-12 15:42:33,HBKNN,46.6794,7.7125,2110.74,160.704
2026-07-12 15:42:33,SXS6VE,48.9117,15.1333,11582.4,766.188
2026-07-12 15:42:33,SXS4QB,51.3679,10.0828,10972.8,793.152
2026-07-12 15:42:33,RYR8342,49.7913,7.7075,10629.9,888.444
2026-07-12 15:42:33,PHZZR,52.6955,5.8381,365.76,187.488
2026-07-12 15:42:33,BAW168,48.6781,13.9732,12192.0,821.73596
2026-07-12 15:42:33,CCA966,53.5616,19.1151,10058.4,846.396
2026-07-12 15:42:33,BAW60,46.7532,9.2753,12184.38,858.13196
2026-07-12 15:42:33,RYR4BD,50.4308,17.4963,4465.32,664.74
2026-07-12 15:42:33,RYR6199,49.7649,6.9918,1813.56,380.304
2026-07-12 15:42:33,TRA7A,46.7066,15.1172,11277.6,906.66
2026-07-12 15:42:33,HHN221,51.127,6.5104,868.68,408.59998
2026-07-12 15:42:33,DEUNK,52.1897,13.1959,213.36,157.60799
2026-07-12 15:42:33,N47KP,47.1331,9.0522,1051.56,276.588
2026-07-12 15:42:33,NOZ57GW,50.6203,11.2572,10972.8,828.50397
2026-07-12 15:42:33,SWR868L,46.5064,14.7839,10363.2,725.652
2026-07-12 15:42:33,OKHHB,50.0434,13.7041,678.18,150.588
2026-07-12 15:42:33,RYR94VL,45.8289,13.3687,647.7,405.61197
